Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,145.3093213,-37.8718849,145.0055173,-37.87917327,656.7180673,719.4929936,26.92771305,42.7749263,0,0
o1,o,144.799664,-37.85915909,145.0348076,-37.74705366,682.0856275,748.6610041,34.06862398,46.57537653,0,0
o2,o,145.1046266,-37.71869299,144.9074548,-37.59080229,755.9230513,815.3427685,35.70155721,39.4197172,0,0
o3,o,144.7790691,-37.57258629,144.9019683,-37.75127338,861.6429607,917.8306322,31.95752925,36.18767143,0,0
o4,o,145.0429361,-37.8841365,144.7627124,-37.55515671,739.2611708,821.7973976,55.5223934,62.53622686,0,0
o5,o,144.9945722,-37.81340267,144.7176953,-37.56432227,720.4957122,787.584559,40.44871587,47.08884682,0,0
o6,o,145.047735,-37.6738154,144.9696272,-37.92297446,835.7571951,916.2143097,39.4842328,60.45711463,0,0
o7,o,145.0356029,-37.87452933,145.3190199,-37.80715916,882.6093943,946.4275175,29.55761095,43.81812317,0,0
o8,o,145.0768524,-37.83478452,144.9128155,-37.60708293,685.4198756,766.7683191,46.14228165,61.34844346,0,0
o9,o,145.1137126,-37.81454775,145.3292648,-37.76000662,655.0294452,714.2954734,27.60739519,39.26602823,0,0
o10,o,144.968044,-37.82486056,145.2138054,-38.02306851,824.3571215,887.0073957,36.97325484,42.65027419,0,0
o11,o,145.1066318,-37.53972105,145.0769113,-37.72005063,569.213338,625.4156582,29.45778767,36.20232024,0,0
o12,o,145.0012405,-37.82338578,144.7137367,-37.72518151,738.977633,795.4063133,30.11108469,36.42868031,0,0
o13,o,144.9788545,-37.8346168,145.3106603,-37.76892057,802.6505323,886.5534163,49.66364444,63.902884,0,0
o14,o,144.6959221,-37.8393754,145.1362632,-37.90660601,597.6520506,673.172489,45.46666619,55.52043838,0,0
o15,o,145.1460046,-38.01953324,144.9562422,-37.83018963,739.2991296,802.1194873,36.13491543,42.82035771,0,0
o16,o,145.0603402,-37.87792299,145.3743226,-37.78062957,739.7129486,821.6762027,42.81587506,61.96325409,0,0
o17,o,144.8938537,-37.79655245,144.5025635,-37.87172805,739.5990245,799.9437099,35.4268426,40.34468538,0,0
o18,o,145.4785926,-38.08808841,145.0910124,-37.85870167,740.8595974,812.6358959,48.12026986,51.77629851,0,0
o19,o,144.983555,-37.80413803,145.2713673,-37.79578114,786.3465418,852.0534877,34.46827839,45.70694584,0,0
o20,o,144.9811262,-37.8091563,145.2654108,-37.79540314,864.5702237,931.644955,35.34620733,47.07473129,0,0
o21,o,144.6787039,-37.84906317,144.8968963,-37.76082665,881.8270936,937.8855564,29.16406759,36.05846279,0,0
o22,o,145.04155,-37.85669482,145.1028938,-37.67031852,654.2097845,729.0211919,30.14010689,54.8114074,0,0
o23,o,145.1128202,-38.12913163,145.038295,-37.89698026,788.389774,855.418564,38.17535323,47.02878995,0,0
o24,o,144.9024859,-37.85712235,144.5716559,-37.88695602,685.2790522,743.0793106,34.1144041,37.80025841,0,0
o25,o,144.9897258,-37.82905445,144.5972692,-37.67669314,615.1131009,678.6687434,41.22872256,43.55564249,0,0
o26,o,145.0770586,-37.89860715,145.3514418,-38.02394167,757.2394078,811.9380746,28.24734147,34.69866679,0,0
o27,o,145.1084805,-38.31788604,145.0956976,-37.92476122,694.606885,770.4483529,49.26989691,55.8414679,0,0
o28,o,144.9294077,-38.41080355,145.0506198,-37.73716389,685.2753403,798.3672302,100.3629589,93.09188988,0,0
o29,o,144.9444161,-37.82485312,145.1525904,-38.14221153,739.0754895,810.7221382,54.37282107,51.64664865,0,0
o30,o,144.8628499,-37.80464064,145.0958342,-37.87425551,852.284716,912.9590467,29.76109147,40.67433077,0,0
o31,o,145.1076767,-37.90596155,145.4538633,-38.07000119,684.590244,749.5106062,41.51818955,44.92036224,0,0
o32,o,145.0090735,-37.84853551,145.2505826,-37.93222242,600.0977241,658.2208942,28.7797528,38.12317012,0,0
o33,o,144.9067709,-37.80571571,145.2333182,-37.69736202,653.9891102,719.9312129,31.24769718,45.94210264,0,0
o34,o,144.9250336,-37.80726587,145.1785854,-38.30214069,797.756348,888.3238736,71.18776915,70.5675256,0,0
o35,o,144.9244101,-37.82077656,145.1045469,-38.14514784,770.320511,842.7883342,53.81300142,52.46782326,0,0
o36,o,144.9731544,-37.80420337,144.689133,-37.7288407,696.6474255,751.2698618,28.89599489,34.62243631,0,0
o37,o,145.0587172,-37.84270598,144.7609754,-37.55782374,713.8028114,794.0928946,55.44012999,60.29008319,0,0
o38,o,144.9360072,-37.80451618,144.8445749,-37.60129258,797.8555252,860.2810353,32.52443568,42.42551013,0,0
o39,o,144.7119053,-37.55789886,144.9490539,-37.81646567,569.7201193,636.5613138,40.60065708,46.84119452,0,0
o40,o,144.9789162,-37.81881019,145.2433779,-38.13330169,768.0759999,841.352389,52.77433957,53.27638913,0,0
o41,o,145.0356041,-37.91721186,145.1549128,-38.14423262,682.2330908,746.1466036,33.72196899,43.91351277,0,0
o42,o,144.8957371,-37.79167686,144.7447635,-37.56631315,751.6863497,815.6158099,38.48491324,43.92946021,0,0
o43,o,144.9607959,-37.82115471,145.341038,-37.77923204,797.0630391,874.8011024,43.57673939,57.73806323,0,0
o44,o,145.0747134,-37.54159762,145.1223838,-37.80789464,557.0123113,631.6591042,36.58198579,54.64679286,0,0
o45,o,144.7119053,-37.56526136,145.0492788,-37.72105604,739.842836,805.637963,38.7307026,45.79512698,0,0
o46,o,144.9847128,-37.85061703,144.8166048,-37.71715769,644.4682237,703.2154391,32.84235111,38.74721535,0,0
o47,o,145.9276798,-38.02537713,145.064085,-37.83593146,652.4808545,757.2716668,95.26301039,84.79081227,0,0
o48,o,145.3846996,-37.89325221,145.0280691,-37.84830844,710.4600587,786.3511744,38.0593494,55.89111573,0,0
o49,o,145.0820124,-37.82161326,144.8999208,-37.59738222,640.0156232,713.4505361,42.11112037,53.43491291,0,0
o50,o,145.1131105,-38.14514784,145.0562429,-37.92062793,739.7528238,800.0500924,32.26666783,40.2972686,0,0
o51,o,144.9628244,-37.81191844,145.1091916,-38.13100019,739.6159435,811.2625922,54.37282107,51.64664865,0,0
o52,o,144.9886287,-37.80549936,145.2188731,-37.86973071,781.4076977,843.5169245,32.64741125,42.10922684,0,0
o53,o,144.7918013,-37.36537449,144.9130624,-37.84035595,585.7514886,677.491094,78.14710728,71.73960536,0,0
o54,o,144.9754735,-37.80000661,144.6269131,-37.68554947,769.0122558,833.7080905,40.90903274,44.69583473,0,0
o55,o,144.8044785,-37.77972345,145.0770875,-37.86067066,557.999684,617.3971041,30.9283665,39.39742015,0,0
