Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,145.0997528,-37.87853617,145.2244052,-37.83855969,864.1636152,901.2349361,10.50866094,17.07132083,0,0
o1,o,145.0610384,-37.83869425,144.9789516,-37.87256375,756.1825556,796.2930769,10.78627213,20.11052127,0,0
o2,o,145.1894146,-38.01873495,145.1436817,-38.0227644,854.438876,886.9670997,11.2754013,12.52822367,0,0
o3,o,145.056578,-37.53150166,145.0475828,-37.53720644,805.1519103,843.3079092,16.34039908,18.15599898,0,0
o4,o,145.2185102,-37.91239688,145.2757118,-37.91989734,543.6948777,579.7461079,10.00934863,16.05123027,0,0
o5,o,145.1314677,-37.97450942,145.1217064,-38.03618474,557.8206153,596.3483568,12.70126948,18.52774154,0,0
o6,o,145.0037049,-37.80640692,145.0294115,-37.71675582,756.2108689,804.8198716,13.52089924,28.6090027,0,0
o7,o,145.3013026,-38.01751652,145.23574,-37.99032843,647.3058912,682.5796929,10.26939686,15.27380168,0,0
o8,o,145.3637122,-37.77741903,145.2854942,-37.8723393,666.6557461,713.6377884,19.81507569,26.98204235,0,0
o9,o,145.1911055,-38.1383737,145.1713143,-38.12810202,839.7327103,873.9556113,10.35100912,14.22290105,0,0
o10,o,145.3341474,-38.01044506,145.2945716,-37.97357863,645.871186,681.1449877,10.26939686,15.27380168,0,0
o11,o,144.9623301,-37.84986595,145.0499587,-37.82392077,796.0586577,835.631469,10.43526,19.57281136,0,0
o12,o,145.0806618,-37.54110971,144.9789322,-37.66539688,824.0964775,866.8674562,17.4270962,22.77097864,0,0
o13,o,145.1179764,-37.71986207,145.1269871,-37.66112947,735.5377392,774.2110218,13.36902295,18.67328261,0,0
o14,o,144.6855043,-37.83835365,144.6989856,-37.95233064,805.55103,843.1001911,12.3723774,17.54916108,0,0
o15,o,145.0140743,-37.89565421,144.983926,-37.95038688,626.7657173,663.8175087,10.42337998,17.05179141,0,0
o16,o,144.7606285,-37.73344299,144.7536816,-37.72303126,782.9035773,816.9009251,12.59761308,13.99734787,0,0
o17,o,144.8724346,-37.73346279,144.9086589,-37.70087746,721.8899636,758.1190232,10.76406465,16.2290596,0,0
o18,o,145.1869233,-37.87450257,145.1422127,-37.91600752,678.4125497,723.7768172,16.14056905,25.36426745,0,0
o19,o,145.0861981,-37.71265905,145.2394166,-37.70697684,874.1416569,912.9278094,12.72660386,18.78615252,0,0
o20,o,145.0302671,-37.66972866,145.1770607,-37.66877446,768.5706775,810.6531358,16.12681061,22.08245833,0,0
o21,o,145.0687664,-37.96325516,145.0393387,-37.79360792,759.1443924,819.5569359,21.39858512,40.41254345,0,0
o22,o,145.0206739,-37.84660538,145.1483404,-37.76591687,881.8364558,935.1893809,20.89608674,33.35292507,0,0
o23,o,144.6721928,-37.85012276,144.5495406,-37.87309175,710.6250249,752.1406314,17.44886062,21.51560649,0,0
o24,o,145.1795409,-37.82338805,145.1008791,-37.76659677,666.7182814,703.4071564,11.0522381,16.688875,0,0
o25,o,145.0320189,-37.93128347,145.1484727,-38.0247031,741.5283926,788.2962552,19.82181691,26.76786262,0,0
o26,o,145.0984914,-37.75750964,145.1052333,-37.7826501,840.9188317,881.0318386,11.28948393,20.11300695,0,0
o27,o,144.9215109,-37.82270512,144.8443877,-37.85413241,627.7115577,667.6087013,12.35644107,19.89714357,0,0
o28,o,145.2183358,-37.93028833,145.2461085,-37.80618153,740.8012002,784.7079391,16.61265517,23.90673883,0,0
o29,o,144.9850862,-37.95528366,144.9758697,-37.83090443,796.7665776,847.6374653,19.39131982,30.87088776,0,0
c0,d,0,0,0,0,0,0,0,0,0.25,7
c1,c,145.250431,-38.106766,0,0,0,0,0,0,7.4,0
c2,c,144.734115,-37.884233,0,0,0,0,0,0,22.0,0.3385882603747313
