Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,144.8593955,-37.73497239,144.9203664,-37.79262174,767.3605159,806.7511525,13.25243566,19.39063657,0,0
o1,o,145.0792942,-37.80849948,144.8986542,-37.80276664,908.8671459,955.7717212,14.63060157,26.90457531,0,0
o2,o,145.1331408,-38.13397463,145.1670021,-38.12506445,616.3167178,650.4787926,10.34635933,14.16207479,0,0
o3,o,145.3166528,-38.16683676,145.301884,-38.01512135,781.3766845,824.7856724,18.96830002,23.40898788,0,0
o4,o,145.0932218,-37.88827185,145.1845997,-37.87484342,654.4158154,693.6588757,12.02796056,19.24306027,0,0
o5,o,144.9544174,-37.81899091,145.0082904,-37.960598,739.2744321,790.1224978,19.47289414,30.84806569,0,0
o6,o,145.0489719,-37.79455046,145.1668268,-37.83306075,679.7631077,716.7603805,10.44865385,16.99727273,0,0
o7,o,145.2105214,-37.69672103,145.2236333,-37.74110014,755.3086181,798.046186,14.04426808,22.7375679,0,0
o8,o,144.903004,-37.74331295,144.8319541,-37.71711997,749.7666313,785.2685622,11.21118921,15.5019309,0,0
o9,o,144.9486592,-37.81751202,145.0684764,-37.95668816,699.9312111,754.7762621,21.05270523,34.84505097,0,0
o10,o,144.919684,-37.73253629,144.8454575,-37.77794778,739.6044307,787.2990172,20.09523033,27.69458649,0,0
o11,o,145.2380387,-37.99527889,145.3130744,-38.01139552,713.0260268,755.8412498,15.38081532,22.81522298,0,0
o12,o,145.1155069,-37.97223127,144.9994532,-37.7926368,685.3555538,746.2668929,23.14881394,40.91133909,0,0
o13,o,145.2836769,-37.97331276,145.3128473,-38.10042342,796.6001431,836.6543996,14.62857209,20.05425645,0,0
o14,o,144.9342676,-37.82073874,145.0349592,-37.88220425,787.040155,829.5894019,12.33922796,22.54924688,0,0
o15,o,144.9433119,-37.73547973,144.7631718,-37.7053916,809.3128665,854.5415906,17.30690623,25.22872411,0,0
o16,o,145.0449713,-37.53713138,145.0493238,-37.53431652,910.5265556,948.6825546,16.34039908,18.15599898,0,0
o17,o,145.2930188,-38.01188976,145.3215938,-38.17069182,852.4012861,895.5239081,18.95517424,23.12262203,0,0
o18,o,144.6528043,-37.84879827,144.6662605,-37.8470575,654.6645122,686.8497787,10.96673987,12.18526652,0,0
o19,o,145.2077077,-38.01291886,145.1480372,-38.01535173,666.4336649,698.9618886,11.2754013,12.52822367,0,0
o20,o,145.1082571,-37.91786507,145.0415546,-37.83498672,588.7029787,631.8842503,14.08602274,23.18127157,0,0
o21,o,144.995442,-37.81752448,144.9285153,-37.71618653,742.2359062,789.1758846,15.16261374,26.93997838,0,0
o22,o,144.9411222,-37.81804134,144.8785801,-37.85246712,838.5751473,878.055823,12.31291307,19.4806757,0,0
o23,o,144.765382,-37.77103403,144.7832997,-37.72288988,883.1643102,919.6695786,11.81945748,16.5052684,0,0
o24,o,145.1485263,-38.12764441,145.1893631,-38.1272763,627.0372029,661.1992777,10.34635933,14.16207479,0,0
o25,o,145.0307612,-37.76578826,145.0818742,-37.87180304,682.6143618,735.2608342,15.29673232,32.64647241,0,0
o26,o,145.1599517,-37.76436819,145.2333275,-37.81778968,666.8180464,705.004475,13.17744116,18.18642857,0,0
o27,o,145.2147371,-37.81930214,145.1588433,-37.83018563,552.9608792,589.5335026,10.65047388,16.57262331,0,0
o28,o,144.9669857,-37.78208115,145.1511501,-37.8332499,804.5737654,853.4470953,21.15030157,28.87332991,0,0
o29,o,144.8159179,-37.78894179,144.9682264,-37.8091563,823.3499924,868.32319,17.45862106,24.97319759,0,0
c0,d,0,0,0,0,0,0,0,0,0.25,7
c1,c,144.973965,-37.862284,0,0,0,0,0,0,22.0,0.3291799684465421
c2,c,145.03066,-37.767107,0,0,0,0,0,0,80.0,0.40
