Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,144.9470648,-37.81497884,145.0636757,-37.75135684,797.2666913,845.5810255,14.42046238,28.31433422,0,0
o1,o,145.2176363,-37.71187851,145.142372,-37.65642197,735.8901297,772.5051946,11.07196693,16.61506481,0,0
o2,o,145.1150856,-37.66060223,145.1404679,-37.71733535,657.2385372,696.123821,13.35895169,18.88528382,0,0
o3,o,144.9022777,-37.8143739,145.1079618,-37.96851028,569.8722377,629.6520781,24.47837068,39.77984039,0,0
o4,o,144.9605447,-37.81874613,145.1390514,-37.77758858,788.5500721,836.2788384,18.57102301,27.72876627,0,0
o5,o,145.2092185,-37.90265524,145.0736063,-37.86911461,671.3930218,715.4076323,15.14308257,24.01461045,0,0
o6,o,144.9809759,-37.72678968,144.9703206,-37.78344169,763.3756071,804.0309181,10.22619832,20.65531093,0,0
o7,o,144.9025287,-37.59903661,144.8967333,-37.60565414,769.5962201,805.8167985,14.59852053,16.22057837,0,0
o8,o,145.1150773,-37.91619706,144.9977999,-37.86150594,839.5599476,881.9208745,13.41690861,22.36092694,0,0
o9,o,144.9232472,-37.59046389,144.947792,-37.70170702,541.1644334,585.9957141,18.47165965,24.8312807,0,0
o10,o,145.0995506,-37.90789493,144.9521291,-37.85949888,840.9635457,883.3244727,13.41690861,22.36092694,0,0
o11,o,144.9332953,-37.80537544,145.0852426,-37.80086343,698.3385667,744.3230562,14.82538511,25.98448954,0,0
o12,o,145.0172755,-37.76080292,144.9335492,-37.66908635,562.3984117,613.368886,18.27329087,30.97047436,0,0
o13,o,145.1403228,-37.7146955,145.0651577,-37.71820273,638.5282433,673.8141059,13.75727637,15.28586263,0,0
o14,o,144.944705,-37.80765481,145.0630605,-37.9279465,740.8028205,789.9030742,16.16875303,29.10025379,0,0
o15,o,145.117921,-37.81848163,145.2508228,-37.87779743,628.8929425,671.976992,15.8074305,23.08404956,0,0
o16,o,145.0640329,-37.862261,144.9677541,-37.81620096,682.8021991,724.6934109,12.18037815,21.89121175,0,0
o17,o,145.1647414,-37.76346165,145.027014,-37.78929955,826.4004272,870.6015896,17.00918305,24.20116231,0,0
o18,o,144.9266005,-37.75723063,144.8951576,-37.80554772,541.886316,583.583177,11.18954693,21.69686099,0,0
o19,o,145.0958568,-37.8462257,145.1237158,-37.82212772,654.7666215,692.043913,10.0712325,17.27729154,0,0
o20,o,145.1761085,-37.69947351,145.0636757,-37.75569777,898.8756766,944.1702405,15.65003651,25.29456389,0,0
o21,o,145.1167335,-37.87417974,145.0766205,-37.96930764,767.2166232,810.5085095,14.45368625,23.29188625,0,0
o22,o,144.9188011,-37.81841943,145.0770875,-37.85582392,795.4863506,839.6752192,14.02574777,24.18886859,0,0
o23,o,144.9573167,-37.81306233,145.0758951,-37.9646754,799.1215948,856.0231255,22.63695418,36.90153067,0,0
o24,o,144.9812659,-37.71701987,144.9649981,-37.66757943,770.4204273,813.4094731,14.76993865,22.98904572,0,0
o25,o,144.9770317,-37.81366737,145.0224507,-37.72788359,612.7809456,661.3899483,13.52089924,28.6090027,0,0
