Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,145.3743226,-37.77960975,145.341038,-37.77485061,776.4829349,812.9170919,14.79074134,16.43415704,0,0
o1,o,145.3592065,-37.76053541,145.2709315,-37.80617635,616.9518474,654.9960022,13.10933047,18.04415484,0,0
o2,o,145.1535655,-37.77834403,145.0298009,-37.87513518,864.822925,916.307837,17.60111856,31.48491198,0,0
o3,o,145.1745076,-38.13973283,145.113996,-38.30367309,826.5340956,869.1418139,19.22576084,22.60771835,0,0
o4,o,145.2353919,-38.14474231,145.2384411,-38.12945002,655.2720585,686.4398417,10.05100484,11.16778316,0,0
o5,o,144.7047482,-37.84853337,144.6792826,-37.83316918,712.7417654,744.9270319,10.96673987,12.18526652,0,0
o6,o,144.9099352,-37.79239497,144.8951806,-37.73221737,879.5373345,918.8945842,13.18596451,19.35724969,0,0
o7,o,145.135746,-37.89304499,144.9470648,-37.80265321,851.4710499,905.7727209,22.83894347,34.30167103,0,0
o8,o,145.2215591,-37.90724177,145.2905482,-38.01785869,767.1853556,818.4865779,23.68971907,31.30122228,0,0
o9,o,145.1880062,-38.12444117,145.0941326,-38.04942507,598.3426065,635.3309741,14.50689237,16.98836762,0,0
o10,o,145.164057,-38.12543265,145.1707774,-38.13429321,771.9147295,806.0768043,10.34635933,14.16207479,0,0
o11,o,145.233359,-38.14584824,145.1443171,-38.12905536,542.1240724,576.3469734,10.35100912,14.22290105,0,0
o12,o,145.0483071,-37.75899007,144.9062948,-37.81430114,823.8527121,867.4427409,10.3327273,23.59002876,0,0
o13,o,145.1148735,-37.81920032,145.0450312,-37.86298044,754.5643615,795.7970401,11.29341169,21.23267868,0,0
o14,o,145.0453721,-37.83066035,144.8391125,-37.73829352,642.8156954,693.7069779,20.51882727,30.89128257,0,0
o15,o,145.2478227,-37.92850594,145.3172056,-38.09406203,597.2719497,650.7087538,24.56134607,33.43680407,0,0
o16,o,145.377811,-37.77031809,145.3259218,-37.76476576,558.0895609,594.523718,14.79074134,16.43415704,0,0
o17,o,145.3381835,-37.8987089,145.4059225,-37.90488556,581.01436,617.8477988,15.1500949,16.83343878,0,0
