Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,145.099693,-37.71092429,145.12744,-37.77162052,798.8303906,845.5569772,15.86324223,26.72658661,0,0
o1,o,145.1232002,-37.70470179,145.0848922,-37.71982435,803.5253056,838.8111683,13.75727637,15.28586263,0,0
o2,o,144.9337302,-37.81237004,145.1055769,-37.8554224,732.6165903,778.3442018,14.36927251,25.72761143,0,0
o3,o,145.0232023,-37.73931548,145.1012638,-37.68021964,667.9509056,711.5230372,12.92900476,23.57213155,0,0
o4,o,145.1114744,-37.7730181,145.0206288,-37.79819339,600.5267202,639.5286156,12.81926804,19.00189538,0,0
o5,o,145.1398834,-37.96019503,145.1561011,-38.03774466,699.8773321,738.4050737,12.70126948,18.52774154,0,0
o6,o,144.8841438,-37.76513128,144.8645265,-37.84626015,741.4457446,784.1707581,14.78092348,22.72501347,0,0
o7,o,145.1655204,-37.82443539,144.8986542,-37.81539473,736.2041847,793.0458936,23.04557282,36.84170888,0,0
o8,o,145.0719192,-37.84463615,145.061225,-37.96287557,617.4172457,666.6073142,16.39208237,29.19006849,0,0
o9,o,145.2301237,-37.69543906,145.1032014,-37.77468009,724.5324354,766.7637642,12.87134656,22.2313288,0,0
o10,o,145.0263938,-37.74584575,145.1091249,-37.7149972,711.7497506,751.2459937,12.61501884,19.49624312,0,0
o11,o,145.1635719,-38.01907707,145.0864907,-37.90501382,760.0406825,802.2888133,16.46997603,22.2481308,0,0
o12,o,145.1162324,-37.96987718,145.0921009,-38.05798562,666.2957222,704.8234637,12.70126948,18.52774154,0,0
o13,o,144.9214541,-37.83578981,145.137279,-37.91172377,741.1063245,789.7987569,19.564936,28.69243245,0,0
o14,o,144.8913757,-37.66746642,144.8991963,-37.60422536,819.9123037,858.8359472,14.26133224,18.9236435,0,0
o15,o,145.0134101,-37.87418855,144.9810503,-37.80214906,572.7095745,620.0965132,13.7765435,27.38693874,0,0
o16,o,144.8744629,-37.73357601,144.9163406,-37.71807188,643.1436203,679.3726799,10.76406465,16.2290596,0,0
o17,o,145.1165544,-37.76542582,144.9143515,-37.84922268,768.3478262,826.247014,23.27038603,37.89918778,0,0
o18,o,145.1117647,-37.77411351,145.2702179,-37.80947113,834.7879982,872.9744268,13.17744116,18.18642857,0,0
o19,o,145.0712519,-37.95795485,145.0182036,-37.9147855,726.7869645,763.5254242,11.24188024,16.73845976,0,0
o20,o,145.0882284,-37.97025687,145.0447394,-37.90686193,627.1483604,663.8868202,11.24188024,16.73845976,0,0
o21,o,145.2044229,-37.70980473,145.1324251,-37.82485152,768.3243231,820.679906,18.42082684,32.35558297,0,0
o22,o,145.1258122,-37.70918953,145.0214212,-37.67714919,601.7404758,646.0074659,18.33774045,24.26699012,0,0
o23,o,144.960216,-37.81041529,145.1121696,-37.9793315,740.2180879,797.1196186,22.63695418,36.90153067,0,0
o24,o,144.9770293,-37.82311336,145.1078755,-37.80657157,768.3092207,815.8581992,15.1964501,27.54897851,0,0
o25,o,145.0075653,-37.95414488,145.1965836,-37.83563322,795.0203586,855.5241079,24.94134848,40.50374938,0,0
o26,o,144.8419669,-37.59279507,144.9203609,-37.67582981,738.8474577,778.0597143,14.26853824,19.21225658,0,0
o27,o,144.9851813,-37.72950561,144.9157608,-37.69910523,729.1558479,767.0274442,10.88052037,17.8715963,0,0
o28,o,145.1302309,-37.87213411,144.9989598,-37.86957208,770.5142938,816.4071737,14.79435,25.89287995,0,0
o29,o,145.1098779,-37.7811392,145.2938861,-37.80651655,668.2336125,712.7727776,17.31985407,24.53916513,0,0
c0,d,0,0,0,0,0,0,0,0,0.25,7
c1,c,144.978655,-37.772223,0,0,0,0,0,0,22.0,0.3493496729574494
c2,c,145.071032,-37.683069,0,0,0,0,0,0,112.5,0.40
