Name,Type,start_x,start_y,dest_x,dest_y,early_depart,late_arrival,distance,time,kilowatts,cost
o0,o,144.8866936,-37.84285388,144.9326153,-37.84770912,725.9806908,765.1686752,11.97853724,19.18798437,0,0
o1,o,144.8952845,-37.60121738,144.8860118,-37.60069099,656.9696123,693.1901907,14.59852053,16.22057837,0,0
o2,o,144.9134383,-37.81898656,145.0900582,-37.82929979,751.1062146,802.6502395,18.8916078,31.54402485,0,0
o3,o,145.1561781,-37.7646326,145.0343443,-37.85474116,725.8185761,769.6623082,13.77590914,23.84373208,0,0
o4,o,145.0357004,-37.9574094,144.9893498,-37.81634346,713.3232874,764.1941751,19.39131982,30.87088776,0,0
o5,o,144.9232472,-37.59046389,144.947792,-37.70170702,541.1644334,585.9957141,18.47165965,24.8312807,0,0
o6,o,145.0295565,-37.72094288,145.0992325,-37.53180191,626.4896931,678.8440884,23.13148795,32.35439525,0,0
o7,o,144.8996688,-37.81063084,144.9607067,-37.7286117,816.8809656,857.3059041,10.83031435,20.42493851,0,0
o8,o,144.9239784,-37.82258387,144.9321503,-37.73344196,713.3746367,756.0155586,12.58861081,22.64092193,0,0
o9,o,145.0561617,-37.9607266,145.1462326,-38.04295709,783.0270328,821.5547743,12.70126948,18.52774154,0,0
o10,o,145.2368495,-37.75038692,145.0340823,-37.75014893,699.2657374,751.2189819,20.07030463,31.95324444,0,0
o11,o,145.0219135,-37.68327107,145.1116022,-37.66670316,666.6941376,704.9634094,11.99270833,18.26927183,0,0
o12,o,145.0950496,-37.71552517,145.1415753,-37.82112943,710.1876588,764.1594598,18.95096788,33.97180102,0,0
o13,o,144.9773767,-37.73563067,144.9296718,-37.80159457,769.311821,810.253596,10.77216505,20.94177497,0,0
o14,o,145.084831,-37.83854287,145.0251291,-37.798332,711.3881001,756.4026471,12.69465962,25.01454691,0,0
o15,o,144.7173363,-37.83271507,144.8955923,-37.7913367,545.3417976,592.5403167,21.2366608,27.19851906,0,0
o16,o,144.763934,-37.78478598,144.9375436,-37.84793616,798.3316844,843.8279406,20.68245802,25.49625613,0,0
o17,o,145.267287,-37.92494114,145.1257317,-37.88285472,600.8237698,644.6169579,15.39807755,23.79318807,0,0
o18,o,145.1178285,-37.97162376,145.033719,-37.90936411,682.3323817,719.0708414,11.24188024,16.73845976,0,0
o19,o,145.0998979,-37.87649054,144.9293819,-37.80700121,542.0733973,596.3750683,22.83894347,34.30167103,0,0
o20,o,145.077081,-37.83568527,145.043043,-37.92131049,813.022173,856.0143693,12.29866111,22.9921963,0,0
o21,o,145.1515335,-37.76213962,145.0970811,-37.70308017,600.2984148,646.7310766,15.8212412,26.43266183,0,0
o22,o,145.0667385,-37.66703444,145.0816774,-37.5406218,743.794489,786.8364801,17.40526104,23.04199111,0,0
o23,o,145.1888863,-37.70546863,145.1422445,-37.7807237,625.861159,668.0924878,12.87134656,22.2313288,0,0
o24,o,144.8858855,-37.78835088,144.8144327,-37.71832675,669.4311485,713.2686102,17.71359138,23.83746163,0,0
o25,o,145.0965591,-37.80347178,145.1745113,-37.70577027,740.4765715,789.2134078,17.12580891,28.73683639,0,0
o26,o,144.9666339,-37.71837354,145.0784887,-37.67185645,571.3826622,613.3567256,15.65497937,21.97406349,0,0
o27,o,145.0933083,-37.71254591,145.0838764,-37.70998149,796.3875598,831.6734224,13.75727637,15.28586263,0,0
o28,o,145.1621179,-37.8418513,145.1332457,-37.77819294,712.6607543,749.3496293,11.0522381,16.688875,0,0
o29,o,144.9956088,-37.67244073,144.9855989,-37.77097751,628.8594846,677.8978415,16.83,29.0383569,0,0
c0,d,0,0,0,0,0,0,0,0,0.25,7
c1,c,144.91528,-37.772595,0,0,0,0,0,0,50.0,0.4
c2,c,144.93695,-37.812855,0,0,0,0,0,0,22.0,0
